entity,p_Am,kap_X,kap_P,p_M,v,kap,E_G,E_Hb,E_Hx,E_Hp,h_a,t_0,del_M,p_Am_f,E_Hp_f
male,2149.2944336880646,0.2158521265477386,0.23780704970035593,26.092027157756377,0.33531232404165323,0.9731529512613655,7834.2228718500555,4481896.204583712,39690817.59481414,62707369.94226506,2.7844390234578433e-14,235.50729624618896,0.5431873077903444,1931.1012236332617,53530873.90550706
