entity,p_Am,kap_X,kap_P,p_M,v,kap,E_G,E_Hb,E_Hx,E_Hp,h_a,t_0,del_M,p_Am_f,E_Hp_f
male,5329.283988824585,0.19809791018954082,0.237748865046146,106.21436801850018,0.10212011658426079,0.9760780022256426,7842.928657249617,1844728.4587742193,25929790.623161554,42297806.84664963,4.566181192807963e-11,188.33474202154844,0.33193278691604755,4812.205856240702,38607681.832724124
